id,fk_ag,ck_ag,og_ag,ps_xg,ps_xg_delta,cmp_launch,att_launch,att_gk_pass,att_gk_throw,gk_pass_len,att_goal_kick,goal_kick_len,att_cross_ag,stop_cross_ag,def_outside_pen,def_outside_pen_dist,goal_kicks_launched,att_launch_non_goal_kick,att_pass_non_goal_kick,season,comp
1e26e376,0,0,0,2.2,0.2,14,37,39,5,1696.5,15,916.5,24,0,29,14.8,14,22,24,18,CL
22a94b80,0,0,0,1.2,0.2,13,28,32,5,1424.0,8,443.2,14,1,0,9.3,7,20,24,18,CL
2bea06e0,0,1,1,3.7,0.7,11,26,51,13,1667.7,16,700.8,18,1,52,17.5,8,10,35,18,CL
2f061b36,0,1,0,0.8,-0.2,7,17,9,0,540.0,8,518.4,8,0,0,11.0,8,9,1,18,CL
2f965a72,0,1,0,9.0,0.0,25,54,135,36,3496.5,66,2554.2,127,10,150,13.7,30,-12,69,18,CL
32e7ce92,1,1,1,14.0,-1.0,44,215,336,53,12667.2,95,4769.0,164,12,179,13.8,60,120,241,18,CL
34c3b935,0,1,0,14.9,3.9,85,186,374,58,13538.8,63,2677.5,127,10,81,13.5,32,123,311,18,CL
3bb7b8b4,0,0,0,12.9,2.9,29,64,263,43,7022.1,46,1863.0,67,5,208,16.0,16,18,217,18,CL
42ec696a,0,0,0,13.0,3.0,29,106,125,14,5800.0,40,2128.0,97,3,35,11.9,27,66,85,18,CL
50310821,0,0,0,2.5,0.5,12,28,33,10,1329.9,22,913.0,31,2,0,6.6,11,6,11,18,CL
56bf1cc0,0,3,1,13.9,0.9,39,145,170,29,6885.0,61,3513.6,103,9,17,8.7,53,84,109,18,CL
58bc7d18,0,0,0,3.1,0.1,7,17,45,13,1341.0,10,399.0,21,2,11,11.1,4,7,35,18,CL
5f0241b2,0,3,0,10.1,-2.9,34,81,122,36,4123.6,53,2475.1,72,2,96,16.1,33,28,69,18,CL
62ba5881,0,0,0,2.3,-0.7,6,12,21,2,760.2,6,322.2,3,0,0,11.0,3,6,15,18,CL
6f51e382,0,3,0,8.8,2.8,28,81,250,40,7075.0,61,2684.0,94,3,123,17.6,29,20,189,18,CL
79b0d6a0,1,1,2,7.9,0.9,48,122,156,16,6224.4,42,2083.2,72,3,41,10.3,31,80,114,18,CL
7a2e46a8,1,2,2,18.8,1.8,65,121,324,66,10108.8,79,3254.8,115,4,490,19.6,36,42,245,18,CL
7b456af7,0,2,0,9.9,-0.1,34,128,192,45,6988.8,70,3234.0,93,6,270,18.0,44,58,122,18,CL
7ba6d84e,0,1,0,7.3,4.3,50,126,147,22,5938.8,56,3024.0,68,1,38,12.9,43,70,91,18,CL
7d3e7da6,0,0,0,13.3,1.3,56,139,294,55,9819.6,64,2547.2,96,2,211,16.3,30,75,230,18,CL
834b5c4c,1,0,0,7.3,-1.7,31,76,63,8,2866.5,37,2086.8,36,0,44,14.7,31,39,26,18,CL
8778c910,0,0,0,0.2,0.2,3,4,21,1,588.0,3,87.9,3,0,18,18.5,0,1,18,18,CL
8f62b6ee,0,0,0,10.9,2.9,48,119,194,40,7372.0,52,2568.8,108,4,131,16.4,33,67,142,18,CL
8f8c6934,0,0,1,2.0,1.0,17,32,54,10,1603.8,26,1110.2,39,2,20,10.0,17,6,28,18,CL
903b6e8b,0,1,0,10.0,-2.0,22,66,121,18,3726.8,37,1968.4,57,1,50,16.7,27,29,84,18,CL
972d595a,0,2,0,10.5,-0.5,32,64,88,24,3484.8,34,1846.2,55,4,25,12.7,24,30,54,18,CL
9d12e142,0,0,0,12.8,-0.2,13,65,220,42,6776.0,34,1475.6,56,6,123,15.4,13,31,186,18,CL
af245161,0,0,1,9.3,1.3,58,160,157,18,7002.2,65,3705.0,100,9,93,13.4,61,95,92,18,CL
b15780e3,0,2,2,16.8,0.8,39,114,198,34,7029.0,55,2271.5,92,2,54,13.5,29,59,143,18,CL
b7e7937d,0,0,0,6.0,-3.0,8,27,51,11,1769.7,18,698.4,30,1,77,19.4,8,9,33,18,CL
bc1f61c9,0,1,0,16.8,0.8,51,127,138,33,5285.4,78,4024.8,137,3,20,10.1,59,49,60,18,CL
bcb2ccd8,0,3,0,7.8,-3.2,35,90,174,32,5916.0,41,2095.1,81,2,106,15.2,29,49,133,18,CL
bcf5058a,1,0,1,4.7,0.7,19,50,66,14,2230.8,25,1395.0,32,0,213,19.4,23,25,41,18,CL
c8a88acd,1,1,1,11.1,2.1,27,85,96,15,4262.4,44,2222.0,87,5,20,10.3,30,41,52,18,CL
d7ffd345,0,1,0,7.2,-2.8,31,70,62,13,2876.8,29,1969.1,59,0,64,12.8,29,41,33,18,CL
e358587b,0,3,0,9.1,-1.9,24,46,153,36,4146.3,33,1237.5,48,0,32,10.7,13,13,120,18,CL
e40d028b,1,0,1,11.1,1.1,42,98,166,29,5610.8,77,3472.7,106,1,102,14.6,45,21,89,18,CL
ecada4fc,0,2,1,15.5,3.5,34,100,191,53,6780.5,60,2910.0,163,6,66,11.1,36,40,131,18,CL
ee8508c0,0,1,1,4.6,1.6,22,72,79,16,2907.2,46,2327.6,57,2,33,16.7,36,26,33,18,CL
f619413f,0,0,0,3.8,-1.2,3,12,20,0,668.0,6,294.0,4,0,16,16.7,4,6,14,18,CL
f6db3bd5,0,0,1,4.9,-1.1,13,46,70,13,2786.0,21,869.4,37,2,13,13.7,8,25,49,18,CL
ffc1c226,0,3,0,8.5,-4.5,22,103,152,24,5380.8,47,2641.4,51,3,48,12.2,37,56,105,18,CL
01b8a2b2,1,2,0,11.5,2.5,84,165,361,84,11840.8,96,4195.2,196,11,185,14.3,59,69,265,18,ITA
03760df0,1,5,2,40.8,-0.2,179,437,632,80,24521.6,226,11187.0,429,13,248,13.1,146,211,406,18,ITA
048877f5,2,11,4,56.3,1.3,249,620,799,176,29403.2,394,16823.8,651,16,144,10.3,258,226,405,18,ITA
085e71a7,1,1,0,5.6,-2.4,10,30,41,6,1750.7,10,493.0,31,1,11,11.0,7,20,31,18,ITA
08f5afaa,0,4,1,38.9,-2.1,174,392,968,150,28749.6,267,10092.6,487,16,549,14.1,121,125,701,18,ITA
0d422df7,0,1,0,4.7,-2.3,11,25,30,10,906.0,24,1176.0,33,0,0,11.0,17,1,6,18,ITA
10dc46f0,3,5,0,47.0,2.0,237,541,987,198,33656.7,319,14131.7,621,32,676,13.8,190,222,668,18,ITA
18736214,0,1,0,5.0,0.0,32,76,123,30,4182.0,42,2150.4,58,1,86,17.3,31,34,81,18,ITA
30223b33,1,4,3,41.8,-1.2,334,683,942,138,36267.0,318,15677.4,632,17,521,14.1,233,365,624,18,ITA
326d09ef,4,9,2,64.5,-4.5,363,878,1038,247,42661.8,399,21945.0,728,49,406,12.7,324,479,639,18,ITA
32b9b5fa,1,9,4,44.6,-3.4,253,576,791,141,30058.0,300,14640.0,525,25,393,13.1,216,276,491,18,ITA
339fe0e8,2,3,2,51.3,4.3,217,466,884,180,30232.8,307,11911.6,437,18,518,14.8,125,159,577,18,ITA
343f753a,0,0,0,0.6,0.6,2,4,14,2,355.6,5,185.0,7,2,0,13.8,2,-1,9,18,ITA
349601c3,0,0,0,2.1,1.1,8,14,14,1,592.2,8,452.8,17,0,0,9.0,7,6,6,18,ITA
41bd99ea,0,2,1,8.5,-1.5,28,93,115,23,4439.0,42,2154.6,80,1,22,11.1,34,51,73,18,ITA
4c62d0c8,1,2,2,42.2,2.2,330,769,919,125,37495.2,347,19432.0,541,24,327,13.1,292,422,572,18,ITA
4f8ce0e1,1,2,2,33.3,3.3,61,194,334,80,11728.6,124,5212.0,244,13,184,31.9,64,70,210,18,ITA
61228681,0,0,0,1.1,0.1,15,37,31,4,1472.5,15,856.5,25,2,11,11.5,15,22,16,18,ITA
6989550f,0,6,0,26.0,-5.0,87,263,384,63,15129.6,116,5927.6,204,20,440,16.3,80,147,268,18,ITA
74419746,1,1,4,30.5,4.5,127,280,808,250,21088.8,312,11200.8,546,20,322,14.0,129,-32,496,18,ITA
7a2e46a8,0,2,0,35.4,7.4,213,416,1069,239,34314.9,252,10332.0,469,17,1701,18.9,107,164,817,18,ITA
7b5f516f,0,1,0,0.3,-0.7,1,1,3,2,99.9,0,0.0,1,0,0,0.0,0,1,3,18,ITA
8cabdc1e,3,7,1,50.5,-6.5,277,599,813,182,31950.9,296,14504.0,606,22,273,11.9,214,303,517,18,ITA
8cf63012,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,18,ITA
9413b19f,0,2,2,19.6,5.6,93,247,264,30,10639.2,131,6589.3,211,3,0,10.7,104,116,133,18,ITA
9fa26bc2,0,0,0,0.5,-0.5,5,21,40,6,1464.0,8,502.4,16,1,12,12.5,7,13,32,18,ITA
a4ec7d09,0,0,0,2.5,-0.5,2,10,12,3,369.6,10,483.0,18,0,0,8.8,7,0,2,18,ITA
ab4449d6,0,0,0,0.6,0.6,7,13,30,11,942.0,7,265.3,15,0,41,20.7,4,6,23,18,ITA
ac4003af,2,4,0,36.7,-1.3,152,376,773,202,24813.3,270,10449.0,508,31,278,12.1,126,106,503,18,ITA
b39dfab0,0,4,0,41.2,3.2,136,322,593,146,19860.7,198,8501.4,354,28,560,30.700000000000003,114,124,395,18,ITA
cecbce23,1,5,2,44.8,3.8,161,486,571,103,25181.1,221,10784.8,415,13,276,13.8,148,265,350,18,ITA
dd06d56c,0,3,0,12.1,1.1,64,157,158,25,6335.8,91,4468.1,153,4,28,9.5,72,66,67,18,ITA
e358587b,2,3,0,26.3,-2.7,147,333,950,177,28500.0,235,8577.5,353,8,1071,18.8,86,98,715,18,ITA
e40d028b,0,2,2,17.5,5.5,84,191,474,97,15120.6,150,5520.0,242,3,266,14.0,58,41,324,18,ITA
e66ebabb,3,13,0,63.7,-2.3,312,916,824,98,39387.2,355,20803.0,691,8,441,13.8,327,561,469,18,ITA
ee833569,2,2,0,33.3,-0.7,183,412,609,169,21010.5,233,12582.0,396,18,352,14.1,190,179,376,18,ITA
f058ed1f,0,0,1,1.3,1.3,3,23,27,7,1061.1,12,550.8,19,0,0,5.0,9,11,15,18,ITA
f0f7f62f,0,1,0,5.6,1.6,22,51,145,24,4335.5,50,2245.0,90,2,78,15.7,26,1,95,18,ITA
f554e29b,4,1,1,43.7,-2.3,219,484,548,127,21152.8,255,14509.5,454,26,159,10.6,218,229,293,18,ITA
f6a06749,0,0,0,0.7,-0.3,0,0,5,3,135.0,0,0.0,7,1,0,7.0,0,0,5,18,ITA
0e12089d,0,0,0,2.1,-0.9,7,17,14,4,625.8,8,511.2,20,3,41,13.7,8,9,6,18,FRA
1061c207,0,0,0,2.9,-0.1,9,22,25,4,940.0,12,577.2,21,0,12,12.4,9,10,13,18,FRA
15285503,0,0,0,1.6,-0.4,8,17,16,2,720.0,4,236.0,8,0,21,21.0,3,13,12,18,FRA
1d0900d4,0,5,4,40.2,-3.8,343,757,802,99,36090.0,260,14872.0,478,14,177,12.7,235,497,542,18,FRA
1d2d5cc8,2,5,1,32.8,-3.2,133,363,702,127,24148.8,186,7756.2,331,25,165,11.8,97,177,516,18,FRA
2434f24a,4,5,1,38.7,-5.3,236,629,875,150,34037.5,295,16195.5,475,30,493,14.5,233,334,580,18,FRA
26383ea5,1,0,0,5.8,0.8,18,38,58,13,1803.8,20,1114.0,29,3,58,14.5,17,18,38,18,FRA
26975a92,1,1,2,19.6,-0.4,89,314,390,84,15054.0,145,7931.5,255,22,405,16.2,126,169,245,18,FRA
28a65a2c,1,1,0,7.0,1.0,33,89,94,13,4004.4,44,2552.0,68,5,9,9.8,40,45,50,18,FRA
2f965a72,2,5,1,26.2,2.2,52,102,659,167,15025.2,240,7032.0,404,22,805,16.1,38,-138,419,18,FRA
2fa2a875,1,4,0,37.9,4.9,249,556,880,219,33088.0,268,12274.4,494,51,307,12.8,167,288,612,18,FRA
3814120d,0,6,0,26.7,-5.3,132,338,450,76,17235.0,168,9206.4,283,19,151,12.6,137,170,282,18,FRA
4d3e9033,1,0,0,4.9,-1.1,9,30,70,12,2408.0,24,926.4,63,3,0,11.6,8,6,46,18,FRA
4e7db402,3,6,2,52.2,0.2,315,740,931,166,36867.6,331,18072.6,565,23,1398,17.7,257,409,600,18,FRA
60d90c55,0,0,0,6.6,2.6,32,65,74,14,3071.0,29,1635.6,37,3,87,14.5,24,36,45,18,FRA
76806215,0,0,1,8.0,-1.0,33,83,174,41,5533.2,61,2525.4,96,7,158,15.8,30,22,113,18,FRA
8417953b,0,1,0,5.3,1.3,20,47,56,13,1864.8,36,1897.2,58,3,31,10.6,29,11,20,18,FRA
8a2248b4,1,0,2,37.1,3.1,102,262,542,161,15826.4,232,10184.8,445,13,44,11.1,127,30,310,18,FRA
9260926b,0,0,0,1.5,-0.5,0,0,0,0,0.0,0,0.0,1,0,0,0.0,0,0,0,18,FRA
950ff24d,1,1,1,13.2,-1.8,39,79,192,36,5049.6,91,3949.4,117,5,60,12.0,47,-12,101,18,FRA
96908f80,0,0,0,1.3,0.3,7,21,17,4,686.8,13,720.2,19,0,0,5.0,12,8,4,18,FRA
96fcd380,0,2,1,14.3,-1.7,90,202,232,60,9117.6,102,6109.8,187,4,60,12.1,89,100,130,18,FRA
a3d524cb,0,0,1,13.6,0.6,73,165,194,46,7837.6,79,4471.4,145,12,140,14.0,70,86,115,18,FRA
a4527d33,1,9,1,56.7,-2.3,218,582,655,141,27837.5,237,14338.5,406,7,511,15.5,216,345,418,18,FRA
a56bd2ee,0,5,1,50.5,-7.5,295,705,867,163,35720.4,308,18048.8,547,27,270,12.9,251,397,559,18,FRA
ae7d0ecd,0,1,0,27.7,-1.3,140,341,358,58,15573.0,130,7826.0,232,12,157,13.1,118,211,228,18,FRA
b0547a87,0,1,0,1.4,0.4,0,2,4,0,89.2,2,129.0,4,0,37,37.0,2,0,2,18,FRA
b056e3da,0,8,1,33.1,-3.9,230,608,753,172,28011.6,333,18914.4,633,41,253,11.5,277,275,420,18,FRA
b7e7937d,0,0,0,1.9,1.9,12,28,42,12,1356.6,23,959.1,37,1,16,16.2,11,5,19,18,FRA
bc270726,0,3,0,48.9,7.9,329,909,894,98,39246.6,361,21262.9,634,31,315,12.6,343,548,533,18,FRA
bcf1b2e9,2,6,3,67.2,-2.8,313,727,1322,227,47856.4,323,14470.4,643,48,1394,16.8,180,404,999,18,FRA
c121a641,0,1,0,2.3,-0.7,3,14,20,2,880.0,4,228.0,9,0,0,12.0,3,10,16,18,FRA
cac76a72,2,4,1,48.6,5.6,195,519,865,131,29842.5,276,12502.8,532,28,270,12.9,180,243,589,18,FRA
ce17b5eb,0,0,0,4.9,0.9,4,8,71,20,1583.3,21,493.5,66,4,79,15.8,0,-13,50,18,FRA
cfe852d8,0,3,1,28.9,-1.1,130,414,475,99,19617.5,184,10966.4,365,21,289,13.8,170,230,291,18,FRA
dc366c36,0,5,2,40.1,6.1,205,578,704,103,28582.4,269,14579.8,510,25,759,15.5,207,309,435,18,FRA
e39f8724,0,0,1,8.9,-3.1,41,109,128,32,4889.6,59,3174.2,96,5,9,9.9,46,50,69,18,FRA
e65dd8dc,0,1,0,4.8,-1.2,17,42,45,12,1750.5,28,1302.0,53,1,0,8.8,19,14,17,18,FRA
e750cba4,0,3,0,25.9,-2.1,145,413,481,74,19576.7,173,10085.9,285,10,94,10.5,154,240,308,18,FRA
f00de885,1,3,3,37.6,3.6,119,324,810,169,25596.0,239,9321.0,513,21,417,13.9,97,85,571,18,FRA
f6db3bd5,1,3,1,38.9,-1.1,165,431,655,154,24431.5,265,11713.0,481,32,273,13.0,139,166,390,18,FRA
faf873a7,0,2,1,8.1,-1.9,18,50,88,16,3203.2,35,1596.0,59,7,179,16.3,17,15,53,18,FRA
fcb38f57,1,2,2,46.6,-4.4,140,348,868,196,25606.0,286,12812.8,439,32,821,16.1,147,62,582,18,FRA
0a1cb833,2,5,0,47.1,0.1,211,495,925,160,32190.0,304,13102.4,494,13,335,13.4,158,191,621,19,GER
0d55d942,0,11,0,57.2,-2.8,258,636,940,142,34498.0,330,19602.0,545,13,429,14.8,262,306,610,19,GER
1e43fad8,1,4,1,22.8,-2.2,103,233,394,71,14341.6,120,5496.0,198,10,308,14.7,73,113,274,19,GER
206c37d3,0,0,0,1.0,0.0,2,2,3,2,42.9,3,137.1,8,0,0,0.0,2,-1,0,19,GER
27d2618c,1,6,2,45.3,-0.7,329,755,874,97,35659.2,279,16098.3,496,31,411,14.2,247,476,595,19,GER
2e7ff968,0,1,0,2.4,-1.6,6,19,51,6,1581.0,13,560.3,33,1,24,12.0,6,6,38,19,GER
420c18a1,0,3,0,48.2,6.2,174,465,1338,190,40809.0,264,10560.0,458,26,455,13.8,113,201,1074,19,GER
47064058,1,4,1,47.5,-2.5,164,397,1036,191,30354.8,248,9771.2,441,14,1044,18.0,99,149,788,19,GER
4a15e95b,1,6,2,31.5,-6.5,170,473,665,92,25935.0,218,11663.0,462,9,96,9.6,156,255,447,19,GER
5c4bf6ba,1,2,0,12.8,-1.2,46,172,252,55,9097.2,88,5315.2,166,10,174,14.5,71,84,164,19,GER
62ba5881,0,0,0,0.5,-0.5,0,4,13,7,370.5,3,119.1,8,0,0,12.0,1,1,10,19,GER
73e2f6eb,0,0,0,3.0,0.0,2,9,21,3,672.0,7,205.1,10,1,0,3.0,2,2,14,19,GER
7d3e7da6,1,1,0,9.9,0.9,18,51,218,56,5798.8,37,1091.5,61,0,140,17.5,6,14,181,19,GER
7fe12375,1,2,1,20.7,-0.3,76,209,353,56,13025.7,128,4876.8,200,3,123,13.7,58,81,225,19,GER
83e0eeb4,1,10,1,60.8,-4.2,299,609,943,144,34796.7,295,12773.5,551,24,554,14.6,173,314,648,19,GER
8778c910,0,2,1,19.8,-2.2,92,210,794,114,22867.2,128,4006.4,188,10,906,20.6,21,82,666,19,GER
9d12e142,1,6,0,39.0,-1.0,140,428,852,171,28030.8,222,10811.4,425,18,543,15.1,144,206,630,19,GER
a0606ae8,2,7,4,56.4,-9.6,259,714,911,129,36713.3,305,16073.5,518,22,602,14.7,209,409,606,19,GER
a165a577,0,1,1,4.9,0.9,12,38,54,7,2187.0,14,669.2,23,1,21,10.9,9,24,40,19,GER
a70b8345,0,0,0,0.7,0.7,20,40,42,3,1873.2,13,778.7,16,1,0,9.0,12,27,29,19,GER
a92ab7be,0,0,0,0.9,-0.1,5,11,24,1,914.4,5,223.0,7,0,0,15.5,2,6,19,19,GER
ad3389d5,2,9,2,38.2,-6.8,199,438,1160,162,36888.0,193,8028.8,401,10,943,18.5,101,245,967,19,GER
afb0c500,0,0,0,29.9,0.9,113,274,385,56,14129.5,134,7142.2,229,11,149,13.6,105,140,251,19,GER
bb25c778,0,0,0,6.8,-2.2,40,81,93,7,3608.4,30,1683.0,40,2,13,13.3,27,51,63,19,GER
bcb2ccd8,1,4,1,37.9,11.9,236,588,797,124,31561.2,223,12532.6,379,16,1111,19.5,185,365,574,19,GER
c476b0c0,1,7,0,54.3,-7.7,223,563,688,147,25249.6,318,17458.2,537,27,27,9.2,266,245,370,19,GER
c89e8aae,0,0,0,11.9,0.9,67,140,270,38,9180.0,75,3667.5,132,3,21,10.9,47,65,195,19,GER
cbac6ec9,0,6,0,39.0,-4.0,157,424,629,105,23713.3,205,11295.5,356,12,375,15.0,158,219,424,19,GER
cd59b9df,1,5,1,36.2,-5.800000000000001,88,248,444,74,15244.0,124,5760.3,237,11,264,30.1,71,124,320,19,GER
ce17b5eb,1,5,1,43.4,-3.6,330,705,982,104,37610.6,222,12565.2,441,19,569,15.4,184,483,760,19,GER
d28339cb,0,1,0,22.0,-6.0,61,188,352,46,11580.8,119,5117.0,171,1,127,12.7,56,69,233,19,GER
db401046,3,1,0,40.0,1.0,194,420,981,148,33157.8,200,9160.0,398,21,374,14.4,107,220,781,19,GER
dc29b608,0,0,0,1.8,-0.2,5,10,25,4,877.5,6,211.8,10,0,28,14.2,2,4,19,19,GER
e385200c,0,0,0,1.3,-0.7,9,15,18,3,689.4,8,464.0,8,1,82,20.7,7,7,10,19,GER
e4a30d8c,0,0,0,2.6,-0.4,10,19,27,5,1063.8,10,395.0,16,3,48,16.3,5,9,17,19,GER
fbefefdb,0,1,0,5.5,-1.5,28,61,88,16,3458.4,29,1383.3,54,3,10,10.1,18,32,59,19,GER
0d85a4e8,0,1,0,17.5,-2.5,64,143,176,32,6564.8,67,3611.3,129,1,176,16.0,56,76,109,19,ENG
1bebde9d,0,2,0,4.2,0.2,4,12,51,17,1259.7,10,356.0,18,1,30,15.4,4,2,41,19,ENG
2628fd2b,1,3,1,44.3,3.3,127,385,876,181,27594.0,227,10283.1,385,10,612,15.3,128,158,649,19,ENG
2642bf6c,1,12,0,68.2,-0.8,337,1076,876,51,47216.4,319,20926.4,536,15,708,15.4,317,757,557,19,ENG
28d596a0,0,6,0,36.5,-2.5,114,230,903,156,23387.7,256,9344.0,369,14,633,18.1,88,-26,647,19,ENG
34ccf6fa,2,1,0,15.9,-2.1,57,167,236,62,8637.6,112,5398.4,213,4,128,14.3,73,55,124,19,ENG
36c2ca73,0,4,3,37.3,-3.7,139,447,478,82,20458.4,189,10886.4,375,15,197,11.6,159,258,289,19,ENG
3a949a25,2,9,1,42.3,-4.7,250,708,850,140,33065.0,323,18701.7,651,43,396,12.0,274,385,527,19,ENG
3bb7b8b4,1,5,0,23.3,0.3,98,239,919,188,24629.2,189,8108.1,282,19,692,16.9,82,50,730,19,ENG
4535e4bb,1,5,0,51.2,-3.8,302,735,702,100,29975.4,324,19051.2,506,17,127,11.6,302,411,378,19,ENG
4806ec67,2,9,2,45.3,1.3,253,724,979,152,41411.7,291,15626.7,431,14,692,17.3,195,433,688,19,ENG
53af52f3,0,4,0,40.0,-8.0,282,639,935,127,35249.5,310,16213.0,534,12,312,12.5,225,329,625,19,ENG
5f0241b2,0,9,2,50.6,-3.4,252,606,611,91,25600.9,275,15290.0,471,6,400,14.3,231,331,336,19,ENG
63d17038,0,0,0,4.3,2.3,15,44,82,13,2402.6,26,1422.2,42,2,26,13.1,20,18,56,19,ENG
71672fa0,0,0,0,9.2,0.2,32,93,217,46,6878.9,53,2464.5,104,6,103,12.9,31,40,164,19,ENG
76eca7e2,1,4,0,22.8,-3.2,111,342,373,66,16262.8,143,9023.3,300,13,204,13.6,122,199,230,19,ENG
79b0d6a0,1,6,4,39.3,-2.7,213,541,579,103,22638.9,284,14342.0,493,14,217,12.1,235,257,295,19,ENG
7a2e46a8,0,5,0,27.2,5.2,129,311,1072,212,30873.6,216,8920.8,385,16,979,16.6,95,95,856,19,ENG
7b4de647,0,5,2,34.5,-10.5,129,328,466,128,16729.4,192,9580.8,365,24,180,11.3,130,136,274,19,ENG
7ba6d84e,2,7,3,49.9,-1.1,265,620,769,153,29375.8,332,18127.2,524,9,335,13.4,262,288,437,19,ENG
8e65a5e5,0,1,0,3.6,-0.4,11,31,22,3,1168.2,13,713.7,18,1,0,3.8,11,18,9,19,ENG
8f62b6ee,1,5,3,39.2,9.2,164,408,956,161,30783.2,252,10634.4,454,13,536,14.9,126,156,704,19,ENG
9328b835,0,10,1,62.7,8.7,306,825,917,155,39431.0,309,18941.7,554,29,193,12.1,284,516,608,19,ENG
939bc634,1,6,0,42.1,-11.9,275,631,880,97,35816.0,223,12398.8,345,24,385,13.3,171,408,657,19,ENG
a179d516,0,0,0,0.3,0.3,9,20,47,9,1386.5,16,745.6,26,2,0,5.8,11,4,31,19,ENG
a6de6361,1,2,3,22.0,-2.0,179,457,414,45,19954.8,172,10440.4,333,8,475,16.4,153,285,242,19,ENG
ab13a5aa,0,2,1,20.3,-1.7,123,396,398,90,16477.2,191,11211.7,317,13,125,12.5,171,205,207,19,ENG
af245161,1,0,0,4.3,-0.7,16,28,47,14,1663.8,14,616.0,29,2,40,13.6,9,14,33,19,ENG
b73e459a,0,0,0,0.5,-0.5,7,29,31,0,1497.3,6,394.2,12,1,15,15.8,6,23,25,19,ENG
c3e39f12,0,0,0,1.9,-1.1,5,18,16,4,681.6,7,455.7,5,0,0,2.0,7,11,9,19,ENG
c73ada83,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,19,ENG
cb4f24c6,1,6,1,36.0,-4.0,202,500,434,50,21352.8,181,11801.2,310,6,186,13.3,171,319,253,19,ENG
d0b3ceb9,2,6,3,55.5,-0.5,340,941,942,98,43237.8,308,19465.6,575,31,1216,16.9,283,633,634,19,ENG
d822a850,2,1,1,18.5,-1.5,57,155,151,12,7383.9,52,2927.6,69,5,51,12.8,44,103,99,19,ENG
da8b19e2,0,0,0,0.1,0.1,5,11,14,2,530.6,7,347.9,15,1,0,11.0,6,4,7,19,ENG
e082af5b,0,2,0,14.9,-3.1,69,249,215,17,10406.0,91,5532.8,166,5,171,14.3,83,158,124,19,ENG
e608ed4c,0,0,0,4.8,-0.2,26,87,74,9,3529.8,34,2213.4,55,3,27,13.5,33,53,40,19,ENG
fe558029,0,0,1,4.7,0.7,5,17,42,13,1260.0,14,532.0,18,0,149,29.8,5,3,28,19,ENG
03df04ff,0,1,0,5.8,-0.2,32,81,130,35,4706.0,56,2542.4,78,2,20,10.0,32,25,74,19,EL
0538066d,2,1,0,2.7,-1.3,33,100,81,9,3815.1,46,2543.8,61,2,0,5.8,41,54,35,19,EL
088e6424,0,1,0,8.4,0.4,31,122,140,17,6146.0,51,2774.4,83,3,77,15.4,37,71,89,19,EL
08a2c314,0,0,0,1.0,0.0,7,24,21,4,879.9,11,613.8,18,0,72,24.0,11,13,10,19,EL
0a86fd8b,0,1,0,1.2,-0.8,4,7,19,7,549.1,5,234.0,10,2,0,10.0,3,2,14,19,EL
0be3255b,0,1,1,8.8,-2.2,36,119,265,27,9434.0,52,2470.0,108,3,216,18.0,30,67,213,19,EL
0ef05b3e,0,0,0,0.1,0.1,7,10,21,5,600.6,8,376.0,18,1,17,17.3,5,2,13,19,EL
0f276764,0,0,0,3.3,-2.7,7,27,35,5,1536.5,10,486.0,25,0,40,13.6,6,17,25,19,EL
110a95ca,0,3,1,11.9,0.9,70,177,138,8,6306.6,97,6266.2,153,5,16,8.3,93,80,41,19,EL
179d2851,0,2,1,11.9,-1.1,100,218,346,65,12802.0,89,4494.5,111,2,378,18.0,63,129,257,19,EL
1c0ddebb,0,1,1,7.4,1.4,61,177,138,9,7341.6,71,4473.0,90,2,84,14.1,67,106,67,19,EL
1d2d5cc8,0,1,0,2.9,-0.1,2,3,25,6,667.5,4,128.0,6,0,22,11.3,1,-1,21,19,EL
1e064bfb,2,4,0,15.0,-1.0,48,153,203,34,7551.6,92,4922.0,130,3,33,11.2,67,61,111,19,EL
1e101451,0,0,0,1.6,0.6,7,25,44,5,1478.4,11,533.5,21,0,71,17.8,7,14,33,19,EL
1e9bde92,1,1,0,12.2,3.2,50,128,148,24,5772.0,66,3326.4,67,1,38,12.8,57,62,82,19,EL
20b9f052,1,0,0,1.7,-0.3,6,16,54,10,1458.0,11,423.5,25,1,72,18.2,4,5,43,19,EL
22db7a5e,0,0,0,2.0,0.0,17,55,76,9,2842.4,31,1447.7,40,0,66,16.7,20,24,45,19,EL
2434f24a,0,1,0,6.6,0.6,49,114,146,21,6190.4,48,2644.8,82,2,27,13.9,38,66,98,19,EL
2628fd2b,0,0,0,2.2,0.2,13,33,80,14,2264.0,30,1146.0,41,3,115,16.5,14,3,50,19,EL
26383ea5,0,1,0,1.1,-2.9,7,17,50,11,1295.0,13,607.1,29,2,26,13.4,9,4,37,19,EL
28d596a0,0,1,0,7.5,-0.5,49,97,357,43,9781.8,80,3288.0,142,2,77,12.9,37,17,277,19,EL
2fabebc0,0,0,0,1.4,-0.6,3,17,31,8,1007.5,10,510.0,21,1,32,16.2,7,7,21,19,EL
